datetime,TempC,PrecipIn,Gage_Height,SC,DO,pH,Turbidity,Nitrat_Nitrite
2017-08-21 00:00:00+00:00,21.12065217,0,5.272282609,315.3483146,1.531521739,7.5,0.56043956,0.415978261
2017-08-22 00:00:00+00:00,21.11458333,0.000104167,5.281458333,315.7395833,1.505208333,7.5,0.537777778,0.4125
2017-08-23 00:00:00+00:00,21.13043478,0,5.28576087,315.25,1.52826087,7.5,0.440217391,0.412282609
2017-08-24 00:00:00+00:00,21.121875,0.0028125,5.2175,317.3541667,1.552083333,7.50625,0.409090909,0.418333333
2017-08-25 00:00:00+00:00,21.12291667,0,5.207395833,317.6966292,1.585416667,7.51875,0.289130435,0.420833333
2017-08-26 00:00:00+00:00,21.075,0.017395833,5.14875,319.5869565,1.611458333,7.520833333,0.170833333,0.427708333
2017-08-27 00:00:00+00:00,21.05104167,0.001458333,5.0815625,319.8333333,1.617708333,7.532291667,0.104166667,0.433125
2017-08-28 00:00:00+00:00,21.03229167,0,5.039375,321.6419753,1.664583333,7.534375,0.092708333,0.439479167
2017-08-29 00:00:00+00:00,21.04270833,0.002083333,5.1146875,321.3617021,1.627083333,7.525,0.103191489,0.4353125
2017-08-30 00:00:00+00:00,21.11041667,0.000104167,5.283229167,318.0105263,1.555208333,7.525,0.098958333,0.416666667
2017-08-31 00:00:00+00:00,21.12708333,0.0021875,5.3034375,317.6413043,1.48125,7.520833333,0.096842105,0.40375
2017-09-01 00:00:00+00:00,21.08020833,0.000520833,5.175208333,319.1648352,1.563541667,7.540625,0.1,0.4153125
2017-09-02 00:00:00+00:00,21.05104167,0,5.142395833,320.0729167,1.608333333,7.580208333,0.092708333,0.429895833
2017-09-03 00:00:00+00:00,21.053125,0,5.136354167,321.2916667,1.689583333,7.596875,0.107526882,0.437291667
2017-09-04 00:00:00+00:00,21.04895833,0,5.147395833,321.6770833,1.677083333,7.595833333,0.105813953,0.4365625
2017-09-05 00:00:00+00:00,21.02708333,0,5.177291667,321.125,1.638541667,7.6,0.1,0.4303125
2017-09-06 00:00:00+00:00,21.03125,0.001875,5.215729167,320.7083333,1.641666667,7.6,0.096875,0.429270833
2017-09-07 00:00:00+00:00,21.03541667,0,5.173333333,321.0833333,1.705208333,7.6,0.1,0.43125
2017-09-08 00:00:00+00:00,21.04791667,0,5.1865625,320.5652174,1.704166667,7.6,0.095789474,0.431458333
2017-09-09 00:00:00+00:00,21.02708333,0,5.044375,321.3829787,1.755208333,7.6,0.103157895,0.440416667
2017-09-10 00:00:00+00:00,20.96041667,0.000625,4.874270833,323.4479167,1.803125,7.596875,0.097916667,0.457604167
2017-09-11 00:00:00+00:00,20.9,0.016354167,4.683125,326.0729167,1.965625,7.6,0.101041667,0.484895833
2017-09-12 00:00:00+00:00,20.971875,0,5.035729167,323.5263158,1.834375,7.598958333,0.096875,0.465625
2017-09-13 00:00:00+00:00,21.05625,0.000104167,5.185,315.8842105,1.698958333,7.595833333,0.1,0.435416667
2017-09-14 00:00:00+00:00,21.13125,0.000729167,5.428645833,310.4731183,1.570833333,7.594791667,0.101041667,0.409375
2017-09-15 00:00:00+00:00,21.13854167,0,5.531666667,308.6105263,1.44375,7.541666667,0.101041667,0.388125
2017-09-16 00:00:00+00:00,21.12395833,0.000104167,5.5403125,308.6170213,1.421875,7.521875,0.101052632,0.380729167
2017-09-17 00:00:00+00:00,21.13125,0,5.359270833,310.5208333,1.507291667,7.54375,0.098958333,0.395
2017-09-18 00:00:00+00:00,21.11770833,0,5.1778125,312.03125,1.638541667,7.597916667,0.1,0.420104167
2017-09-19 00:00:00+00:00,21.09166667,0.000208333,5.130104167,311.34375,1.667708333,7.597916667,0.101052632,0.430104167
2017-09-20 00:00:00+00:00,21.0326087,0.01,5.087934783,311.5434783,1.706666667,7.6,0.11011236,0.434673913
2017-09-21 00:00:00+00:00,21.0173913,0.000434783,5.077717391,312.0549451,1.705434783,7.6,0.123863636,0.4375
